especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado, referente a problemas com indivíduos da Nação Britânica.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre a situação do arquivo da deputação do comércio após o falecimento do responsável.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre a liberação das carnes salgadas e dos sebos para exportação e importação nos municípios ou domínios espanhois.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, referente a liberação de todos os direitos, inclusive dos selos municipais, sobre as arinas para exportação e importação.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1806,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre a indicação de Deputado Consular para a Junta de Comércio. Dados de tres pretendentes.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1806,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre ""razón de transtio de los caminos de esta jurisdicción... Em Districtos de mayor dificulda al comercio... beneficiadores de herva...""",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1806,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Tribunal do Consulado, sobre experiêncoas com semente de cacau.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1806,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre a situação dos caminhos entre as várias localidades.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1807,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre prestação de contas.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1807,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Governador intendente de Assunção sobre o problema de falta de governo na Praça de Montevidéo.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1807,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules referente ao problemas dos regedores comerciantes por ocasião das eleições.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1807,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre problemas do comércio: matrícula de comerciantes. Controvércia entre dois mercadores sobre ""prata"" dada aos réditos de comércio.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1807,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules sobre o falecimento do Deputado de comércio.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1808,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules referente ao problema da ""herva mate"" que não deve ser considerada como ramo mercantil de comércio.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1809,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado de Buenos Aires, divulgando a posse do Vice-Rei Cisneros no governo das Províncias.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1809,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules do Real Consulado de Buenos Aires, referente a prestação de contas, balançi e fatura enviados a Jurisdição da Deputação Consular.",X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1810,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Ofício dirigido ao Prior e Consules de Buenos Aires referente a lista de pessoas que se propõem à eleição de Juiz Deputado desta Cidade.,X,
Archivo General de la Nación Argentina. Comércio. Administração. Navegação. Agricultura. República do Paraguai.,644,9,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1937,1,5,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Nacional - X.1.9.13. Consulado de Buenos Aires - Actas - Documentos. Publicados bajo la dirección del director del Archivo General de la Nacion, Hector C. Quesada. Tomo II, años 1796 - 1797. Buenos Aires. Kraft Lda. S. A. de impressiones generales. Reconquista 319 - 327. 1937. 711, ps. Consta na publicação: fac-simile do libro 2º (de las actas del Consulado de Buenos Aires). Junta de Govierno de este Real Consulado - año 1797.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1780,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 60 Continuacion. Assunto: Carta de José Custodio de Sá e Faria, oficial de honra portugues, dirigida a S. Magestade. Pedindo para entrar a serviço de S.M. o Rei Espanhol.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1777,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Montevideu,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 60 Continuacion. Assunto: Copia da carta que escreveu o Exmo. Sr. D. Pedro de Cevallos ao Exmo. Sr. D. José de Galvez, justificando a nomeação do Brigadeiro José Custórido de Sá e Faria, como elemento muito útil ao rei Espanhol, pois, estivera nas Missões do Uruguai com o Ge. Gomes Freire de Andrade, Comde de Bobadela, para resolver os problemas de limites de Portugal e Espanha na América, na localidade de Sta. Catarina. Portanto, conhecia mais que qualquer outro os confins de amnbos os domínios, neste continente.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1777,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Santo Ildefonso,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 60 Continuacion. Assunto: Resposta do Exmo. Sr. D. José de Galvez a carata anterior. Sugere que o brigadeiro, José Custódio de Sá e Faria, que caíra em desgraça com a Corte do Rio de Janeiro,. faça as pazes e peça licença às Cortes de Lisboa, a fim de que possa vir a servir o Rei da Espanha.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,Não Consta,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 60 Continuacion. Assunto: Carta do brigadeiro José Custódio de Sá e Faria, que serviu ao exército de S.M. por 38 anos, tornando-se prisioneiro dos espanhóis, quando estes invadem Santa Catarina, e levado para Buenos Sires. Feita a Paz, o Brigadeiro pede licença para ficar a serviço do rei espanho.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,Não Consta,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 60 Continuacion. Assunto: Carta do brigadeiro José Custódio de Sá e Faria pedindo licença e renunciano seus bens no Rio de Janeiro e em Lisboa.,X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1785,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 70. Assunto: Carta do Vice-Rei de Buenos Aires a D. José de Galvez, avisando estar disposto a dar o soldo de Coronel ao Brigadeiro José Custódio de Sá e Faria, que se cnontra na Vila de Potosi.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1785,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 70. Assunto: Carta do Vice-Rei de Buenos Aires a D. José de Galvez, sobre a dúvida se o brigadeiro José Custódio de Sá e Faria deve usar o uniforme correspondente ao grau que exerce no exército.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1786,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 72. Assunto: Carta do Vice-Rei de Buenos Aires dirigida ao Marquez de Sanora, dizendo que o Rei quer que o Brigadeiro José Custódio de Sá e Faria use o uniforme correspondente aos eu grau no exército espanhol.",X,
Archivo General de Indias - Sevilha. Tratado de limites na America Meridional.,645,10,,"Argentina, Buenos Aires",Achivo General de Indias - Sevilha.,1779,1,6,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de Indias - Sevilha (Servicio de Microfilms. CM. 123) Buenos Aires - 549. Assunto: Carta do Vice-Rei de Buenos Aires ao Sr. Dom José Galvez, sobre a posição contrária do Brigadeiro Jospe Custódio de Sá e Faria sobre os planos propostos de linhas divisórias dos distritos (parecer).",X,
